Disciplina,Periodo,Registro,Sexo,Programa
"CAP214 - Métodos Numéricos I",200301,2YJN9DY1XA/2003,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200301,DB4X07IRT0/2003,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200301,KBRC03KKWS/2003,Feminino,ISOLADA
"CAP214 - Métodos Numéricos I",200301,359601FAGC/2003,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200301,3AA89JMWG6/2003,Feminino,ISOLADA
"CAP214 - Métodos Numéricos I",200401,7IHXR6G2QQ/2004,Masculino,PGSER
"CAP214 - Métodos Numéricos I",200401,19FXR69P9E/2002,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200401,AG8GI15I0G/2004,Masculino,PGETE
"CAP214 - Métodos Numéricos I",200401,VZ2IR3DI5M/2002,Feminino,ISOLADA
"CAP214 - Métodos Numéricos I",200401,8FB7I5VRVS/2003,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200401,UUY899Y7K6/2004,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200401,2Z6E9ATH9Y/2003,Feminino,ISOLADA
"CAP214 - Métodos Numéricos I",200401,MLHIR33XXM/2004,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200401,IYMB9KIZWE/2003,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200401,9NN9RPNO0Y/2004,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200401,96GO0Q8FOC/2004,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200401,S619REOYEA/2004,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200401,HHTB9Q3PR2/2004,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200401,IF4T9GJZ9Q/2004,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200401,SRQ30A4P5G/2004,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200401,TDXR0RRJHW/2004,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200401,0MEZ9WRUGU/2004,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200401,0XIT95L9N2/2004,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200401,ANWF0HJ56C/2004,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200401,BWBR0GSTV8/2004,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200401,G29I0RU0P8/2004,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200401,78SFRUTMUQ/2004,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200401,PVON9FVFMM/2004,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200401,FO4FR4IBQQ/2004,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200401,YZBQ9NZD86/2004,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200401,0AOPIOO9JS/2004,Feminino,ISOLADA
"CAP214 - Métodos Numéricos I",200401,0LSJIXHOQ0/2004,Feminino,ISOLADA
"CAP214 - Métodos Numéricos I",200501,VIXMICCGZK/2002,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200501,27XO0AZ0XO/2003,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200501,27XO0AZ0XO/2006,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200501,OW1XRNA482/2004,Masculino,PGSER
"CAP214 - Métodos Numéricos I",200501,J4A4IZM18W/2005,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200501,R71MIGKBY8/2005,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200501,5RRYICMYSG/2005,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200501,OG8Q9SA2C6/2005,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200501,ORCK913HIE/2005,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200501,8DG7I5MK94/2005,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200501,9LVJI4W8Y0/2005,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200501,TJAI0604RW/2005,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200501,3KRXRQRFHE/2005,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200501,4T79RQ146A/2005,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200601,MJAU06TR0S/2006,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200601,FZ500XTYD8/2006,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200601,QMU3R083F6/2006,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200601,R91RRHUXRM/2006,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200601,RK5LRQOCXU/2006,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200601,AEP59WX9NY/2006,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200701,PF0L05219G/2007,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200701,8OK1IEFZFC/2007,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200701,8B5B912RZ2/2006,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200701,RK5LRQOCXU/2006,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200701,HR5Q9BQZG6/2007,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200701,LHWPIR2A54/2007,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200701,ZOT1I0NO3C/2007,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200701,9QAH9LEYSU/2007,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200701,1HCMI0RSRK/2007,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200801,2CF90BT04K/2007,Feminino,PGMET
"CAP214 - Métodos Numéricos I",200801,MCHQ969GC6/2008,Masculino,PGETE
"CAP214 - Métodos Numéricos I",200801,MNLK9F2VIE/2008,Feminino,PGETE
"CAP214 - Métodos Numéricos I",200801,HR5Q9BQZG6/2007,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200801,K7LFRYRL02/2008,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200801,L6SVII8UYW/2007,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200801,4CG90XB6V8/2007,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200801,6QON9SV2AM/2008,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200801,QOXU0ELRE4/2008,Feminino,PGETE
"CAP214 - Métodos Numéricos I",200801,NER0RZFJAY/2008,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200801,XG8GIK6U0G/2008,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200901,7JW9R3N20Y/2004,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200901,FZ500XTYD8/2009,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200901,AEP59WX9NY/2009,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200901,598W91KCSM/2009,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200901,FAQC0MBNI4/2009,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200901,NR7XRF2VC2/2009,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200901,6LRH9LBS26/2009,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200901,TSMX0RNEH0/2009,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200901,4586RL84CQ/2009,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200901,4RFUR2UYP6/2009,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200901,NAVK90AG92/2009,Feminino,PGCAP
"CAP214 - Métodos Numéricos I",200901,NAVK90AG92/2013,Feminino,PGCAP
"CAP218 - Processos Estocásticos",200302,ZPT6RL3J8Q/2001,Masculino,ISOLADA
"CAP218 - Processos Estocásticos",200302,DH7DI0JBDK/2003,Feminino,ISOLADA
"CAP218 - Processos Estocásticos",200302,PSF00KTZ3W/2002,Masculino,ISOLADA
"CAP218 - Processos Estocásticos",200302,PSF00KTZ3W/2003,Masculino,PGCAP
"CAP218 - Processos Estocásticos",200302,88IF02WQT0/2003,Masculino,ISOLADA
"CAP218 - Processos Estocásticos",200302,21UW9KD7RA/2003,Masculino,ISOLADA
"CAP218 - Processos Estocásticos",200302,GJV292S0VQ/2003,Masculino,ISOLADA
"CAP218 - Processos Estocásticos",200302,R7K60565XO/2003,Feminino,ISOLADA
"CAP218 - Processos Estocásticos",200302,TSE6RDIY4Q/2003,Masculino,ISOLADA
"CAP218 - Processos Estocásticos",200402,19FXR69P9E/2002,Masculino,PGCAP
"CAP218 - Processos Estocásticos",200402,CDA90XA538/2004,Feminino,PGCAP
"CAP218 - Processos Estocásticos",200402,VU1GIL5W5S/2004,Masculino,PGCAP
"CAP218 - Processos Estocásticos",200402,VZ2IR3DI5M/2002,Feminino,ISOLADA
"CAP218 - Processos Estocásticos",200402,MLHIR33XXM/2004,Masculino,PGCAP
"CAP218 - Processos Estocásticos",200402,IYMB9KIZWE/2003,Feminino,PGCAP
"CAP218 - Processos Estocásticos",200402,9SOC07VA0S/2004,Masculino,PGCAP
"CAP218 - Processos Estocásticos",200402,I40Z97QK3I/2004,Feminino,PGCAP
"CAP218 - Processos Estocásticos",200402,K7OE9GO3XY/2004,Feminino,ISOLADA
"CAP218 - Processos Estocásticos",200402,9BX00HK33W/2004,Feminino,ISOLADA
"CAP218 - Processos Estocásticos",200402,H5K6RVT18Q/2004,Masculino,ISOLADA
"CAP218 - Processos Estocásticos",200402,AH77IRN694/2004,Masculino,ISOLADA
"CAP218 - Processos Estocásticos",200402,ZYJ607GN70/2004,Feminino,ISOLADA
"CAP218 - Processos Estocásticos",200402,SZL7IGOGMG/2004,Masculino,ISOLADA
"CAP218 - Processos Estocásticos",200502,DC6B9IBPDQ/2005,Masculino,ISOLADA
"CAP218 - Processos Estocásticos",200502,XP7MILUSE8/2005,Masculino,PGCAP
"CAP218 - Processos Estocásticos",200502,TSE6RDIY4Q/2005,Masculino,PGCAP
"CAP218 - Processos Estocásticos",200502,5GO4I3TJM8/2005,Masculino,PGCAP
"CAP218 - Processos Estocásticos",200502,5RRYICMYSG/2005,Masculino,PGCAP
"CAP218 - Processos Estocásticos",200502,OG8Q9SA2C6/2005,Feminino,PGCAP
"CAP218 - Processos Estocásticos",200502,8OK1IEFZFC/2005,Masculino,PGCAP
"CAP218 - Processos Estocásticos",200502,9LVJI4W8Y0/2005,Feminino,PGCAP
"CAP218 - Processos Estocásticos",200502,4T79RQ146A/2005,Feminino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200302,2YJN9DY1XA/2003,Masculino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200302,BRX4IXVDM8/2003,Feminino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200302,QIEURM43YI/2003,Masculino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200302,RE5SIHZ2PC/2003,Feminino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200302,SAYFRM88MQ/2003,Masculino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200302,4G3AIFX36O/2003,Masculino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200302,4R74IOQICW/2003,Feminino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200302,52AYIXJXJ4/2003,Masculino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,E6G9RWOFIA/2000,Feminino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,E6G9RWOFIA/2005,Feminino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,0A1C0WMAZG/2002,Masculino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,WNHT9A2C8E/2004,Feminino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,MLHIR33XXM/2004,Masculino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,A0J59GTRVY/2004,Feminino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,44ZGI73O0G/2003,Feminino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,44ZGI73O0G/2005,Feminino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,INIH9BPKQ6/2003,Masculino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,BWBR0GSTV8/2004,Feminino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200402,P48FRS9LDE/2004,Feminino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200502,VIXMICCGZK/2002,Masculino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200502,DB4X07IRT0/2005,Feminino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200502,3KRXRQRFHE/2005,Feminino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200602,5QHIRQ4B9M/2006,Feminino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200602,XOL6RMKMNE/2006,Masculino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200602,Z17O0H0DOC/2006,Masculino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200602,2DXH9JOB66/2006,Masculino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200602,LUOOR7K28Q/2006,Masculino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200602,5M0VII24W8/2006,Masculino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200602,KCMI0GZ6ZW/2006,Masculino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200602,KCMI0GZ6ZW/2007,Masculino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200602,2PZFRNSVDE/2006,Masculino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200702,DTTFRH81LE/2006,Masculino,ISOLADA
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200702,DTTFRH81LE/2008,Masculino,PGCAP
"CAP222 - Fundamentos da Teoria dos Conjuntos Nebulosos e da Teoria de Possibilidades",200702,ZIQ9RA1UWY/2007,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200302,XLMX0PYVT0/2003,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,HDHYIMO21S/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,M5NDIFC388/2003,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,DC6B9IBPDQ/2002,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,TPCC03U54S/2002,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200302,VU1GIL5W5S/2002,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200302,VCUURLQNT6/2002,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200302,WO7U0MFK4S/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,XLJC0CVTNG/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,7Y4LR6GJJ6/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,POFYI8LTWG/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,8IZI0EUQMK/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,EJK906SGHW/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,XP7MILUSE8/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,7VQ4IOTP3K/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,206FRF3L82/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200302,Q2ST9HA6DQ/2003,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200302,K6Q9RLCYWY/2003,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200302,2U5C0SLVA4/2003,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200302,FXNE9L56JA/2003,Feminino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200302,AZF7I1VC6G/2003,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200302,UELURV5SH6/2003,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200402,OF559YC9IM/2004,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,80XQ920W6U/2004,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,XLMX0PYVT0/2003,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,HDHYIMO21S/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,WG94I2SQI8/2002,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200402,WG94I2SQI8/2005,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,PSF00KTZ3W/2003,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,A0J59GTRVY/2004,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,8YHYI6LM1S/2004,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200402,96GO0Q8FOC/2004,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,HSX59YX4XA/2004,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,T2TX0IY4BO/2004,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,TDXR0RRJHW/2004,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,RZFN91W1MM/2004,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,BA430Z5ZIS/2004,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200402,SRMI0X1MZW/2004,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200402,XDP59Z3UZY/2004,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200402,0AOPIOO9JS/2004,Feminino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200502,5MEL037UAS/2005,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200502,W43L0LL45G/2005,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200502,UUY899Y7K6/2004,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200502,TSE6RDIY4Q/2005,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200502,SH53RNIDKI/2004,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200502,LPQW94U8SM/2005,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200502,2KQ9RMNC8Y/2005,Feminino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200502,AFF609AHKC/2005,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200502,AFF609AHKC/2006,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200502,5GO4I3TJM8/2005,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200502,5RRYICMYSG/2005,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200502,8OK1IEFZFC/2005,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200502,MJAU06TR0S/2005,Feminino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200502,5DBIRQVK5M/2005,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200602,5MEL037UAS/2005,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,27XO0AZ0XO/2006,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,7JW9R3N20Y/2006,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,Q6SH9OOUSU/2006,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,NJJZ9YP866/2006,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,V2M6RQBUQ2/2005,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200602,9PNF0QY9UC/2005,Masculino,ISOLADA
"CAP223 - Estrutura e Algoritmos",200602,9PNF0QY9UC/2008,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,8B5B912RZ2/2006,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,NTEMIBD28W/2006,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,L8H0RPX7WA/2006,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,R91RRHUXRM/2006,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,RK5LRQOCXU/2006,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,AEP59WX9NY/2006,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,LZPR0PRO8K/2006,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,XTQRRAN3MA/2006,Feminino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,YFYFRS9XYQ/2006,Masculino,PGCAP
"CAP223 - Estrutura e Algoritmos",200602,0QU89AVTXI/2006,Masculino,ISOLADA
"CAP224 - Processamento Digital de Imagens",200303,E6G9RWOFIA/2000,Feminino,ISOLADA
"CAP224 - Processamento Digital de Imagens",200303,E6G9RWOFIA/2005,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,GRAAI517PC/2003,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,73Y8956VK6/2003,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,WO7U0MFK4S/2003,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,WZBO0V8ZB0/2003,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,KF3XRGIKDE/2003,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,2YJN9DY1XA/2003,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,7KMAIG09XC/2003,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,RZULRDETGI/2003,Masculino,ISOLADA
"CAP224 - Processamento Digital de Imagens",200303,A0J59GTRVY/2003,Feminino,ISOLADA
"CAP224 - Processamento Digital de Imagens",200303,A0J59GTRVY/2004,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,44ZGI73O0G/2003,Feminino,ISOLADA
"CAP224 - Processamento Digital de Imagens",200303,44ZGI73O0G/2005,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,IYMB9KIZWE/2003,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200303,3YWORGHUU2/2003,Masculino,ISOLADA
"CAP224 - Processamento Digital de Imagens",200303,W75FRV9X5E/2002,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,7KMAIG09XC/2003,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,QZSXR9AQ82/2003,Feminino,PGSER
"CAP224 - Processamento Digital de Imagens",200402,OW1XRNA482/2004,Masculino,PGSER
"CAP224 - Processamento Digital de Imagens",200402,YZY60N9IZ0/2004,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,KBCDIS1T2W/2004,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,8VCU0HF0I4/2004,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,9SOC07VA0S/2004,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,A3S60GOP70/2004,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,S619REOYEA/2004,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,I40Z97QK3I/2004,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,SGM901B9Z8/2004,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,0MEZ9WRUGU/2004,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,0XIT95L9N2/2004,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,LXT6R1K4KQ/2004,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,6BVW9FW55Y/2004,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,G29I0RU0P8/2004,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200402,04LXRY2GDE/2004,Feminino,ISOLADA
"CAP224 - Processamento Digital de Imagens",200502,OF559YC9IM/2004,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200502,19FXR69P9E/2002,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200502,GITO0RZ3B0/2004,Masculino,ISOLADA
"CAP224 - Processamento Digital de Imagens",200502,55KAIV04G0/2005,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200502,OG8Q9SA2C6/2005,Feminino,PGCAP
"CAP224 - Processamento Digital de Imagens",200502,9ARPIW2TRS/2005,Masculino,PGCAP
"CAP224 - Processamento Digital de Imagens",200502,4T79RQ146A/2005,Feminino,PGCAP
